FlightId,Month,DayofMonth,DayOfWeek,DepTime,UniqueCarrier,Origin,Dest,Distance,dep_delayed_15min
41161,c-12,c-15,c-4,850,WN,OMA,STL,342,1
41162,c-6,c-3,c-6,850,AA,ORD,HNL,4243,0
41163,c-11,c-11,c-5,1441,OH,CVG,IAD,388,0
41164,c-1,c-1,c-6,1245,OO,IAH,TYR,163,0
41165,c-7,c-28,c-4,1310,HA,HNL,SAN,2614,1
41166,c-4,c-27,c-4,622,UA,SFO,SEA,679,0
41167,c-6,c-4,c-6,1521,US,DCA,PWM,482,0
41168,c-12,c-5,c-1,1552,XE,IND,IAH,845,1
41169,c-8,c-31,c-3,1853,MQ,ORD,SWF,714,0
41170,c-9,c-17,c-6,1521,AS,ANC,ADQ,252,1
41171,c-1,c-28,c-5,705,WN,ABQ,DAL,580,0
41172,c-1,c-2,c-7,2311,MQ,LAX,SBA,89,1
41173,c-6,c-21,c-3,1107,OO,PSC,DEN,853,0
41174,c-2,c-28,c-2,2245,CO,IAH,SAT,191,0
41175,c-3,c-20,c-1,1836,US,DCA,BOS,399,0
41176,c-6,c-13,c-1,1228,CO,ONT,IAH,1334,0
41177,c-6,c-6,c-2,1736,OO,FAR,ORD,557,0
41178,c-8,c-27,c-7,1856,WN,DAL,TUL,237,1
41179,c-10,c-15,c-6,610,OH,MSP,CVG,596,0
41180,c-10,c-19,c-4,1845,AA,DFW,ELP,551,0
41181,c-11,c-28,c-1,1640,EV,ATL,MSP,906,1
41182,c-11,c-3,c-5,648,B6,JFK,BUR,2465,0
41183,c-5,c-2,c-2,1500,UA,PDX,LAX,834,0
41184,c-5,c-26,c-5,2149,XE,CLE,SDF,304,1
41185,c-10,c-8,c-7,853,OH,BUF,JFK,301,0
41186,c-10,c-3,c-2,1951,US,LGA,DCA,214,0
41187,c-5,c-12,c-5,1004,EV,ATL,LEX,303,1
41188,c-8,c-11,c-4,2053,OO,TWF,SLC,175,0
41189,c-4,c-24,c-7,837,UA,PVD,ORD,849,0
41190,c-9,c-25,c-1,918,NW,DTW,PDX,1953,0
41191,c-5,c-9,c-2,1832,UA,TPA,IAD,810,0
41192,c-6,c-17,c-5,700,WN,BWI,ALB,288,0
41193,c-11,c-9,c-4,1034,WN,MHT,BWI,377,0
41194,c-1,c-26,c-4,2156,US,CLT,FLL,631,0
41195,c-2,c-22,c-2,1409,OO,MRY,SFO,77,0
41196,c-2,c-17,c-5,1055,YV,ROA,IAD,177,1
41197,c-1,c-18,c-2,1045,US,RDU,PHL,336,0
41198,c-11,c-17,c-5,1029,EV,ATL,AZO,596,0
41199,c-4,c-16,c-6,912,NW,DTW,SFO,2079,0
41200,c-6,c-16,c-5,2031,WN,ALB,BWI,288,1
41201,c-6,c-14,c-2,721,OH,CVG,PIT,256,0
41202,c-5,c-3,c-2,654,NW,MKE,MCO,1066,0
41203,c-1,c-15,c-6,1305,OO,IAH,TYR,163,0
41204,c-12,c-19,c-1,1317,NW,TUS,MSP,1298,0
41205,c-10,c-6,c-5,736,WN,PHX,LAS,256,1
41206,c-5,c-27,c-6,1831,MQ,ORD,BNA,409,0
41207,c-12,c-28,c-3,631,DL,RIC,ATL,481,1
41208,c-9,c-29,c-5,1819,FL,DTW,ATL,594,0
41209,c-4,c-26,c-2,820,WN,ONT,BNA,1751,0
41210,c-2,c-22,c-3,2046,US,TPA,LAS,1984,0
41211,c-8,c-21,c-7,1856,XE,EWR,IAD,213,1
41212,c-3,c-30,c-3,754,OO,DRO,DEN,251,0
41213,c-10,c-3,c-1,1438,EV,CVG,TYS,226,0
41214,c-6,c-3,c-6,813,AA,SNA,ORD,1726,0
41215,c-3,c-2,c-4,2056,US,LGA,BOS,185,0
41216,c-9,c-16,c-5,1704,XE,GRR,CLE,214,0
41217,c-1,c-25,c-2,1334,NW,PHL,MSP,980,0
41218,c-6,c-8,c-3,1749,UA,PHX,ORD,1440,0
41219,c-3,c-1,c-3,2351,US,LAS,ABQ,487,0
41220,c-5,c-2,c-2,755,WN,PHX,AUS,872,0
41221,c-5,c-12,c-5,937,EV,ATL,EVV,350,0
41222,c-12,c-4,c-1,1045,MQ,ORD,LSE,215,1
41223,c-2,c-26,c-7,1530,YV,PHL,CAE,522,0
41224,c-11,c-10,c-4,1652,OH,CVG,MKE,318,1
41225,c-11,c-30,c-3,1904,DL,ATL,MKE,669,0
41226,c-3,c-7,c-1,645,AA,SNA,DFW,1205,0
41227,c-1,c-9,c-1,1039,F9,DEN,BWI,1491,0
41228,c-11,c-14,c-1,1905,US,CLT,DCA,331,0
41229,c-2,c-27,c-7,1831,DH,CAE,IAD,401,0
41230,c-2,c-13,c-1,1836,CO,PBI,EWR,1024,1
41231,c-7,c-14,c-5,657,AA,PBI,DFW,1103,0
41232,c-6,c-10,c-5,1638,OO,SLC,PIH,150,0
41233,c-9,c-20,c-2,851,UA,LAX,BWI,2329,0
41234,c-7,c-20,c-3,1800,DL,CVG,ORD,264,1
41235,c-5,c-6,c-5,1147,NW,MYR,DTW,636,0
41236,c-11,c-25,c-6,956,UA,DEN,MSP,680,0
41237,c-10,c-6,c-4,928,AS,SJC,SEA,697,0
41238,c-11,c-24,c-5,1225,YV,YUM,PHX,160,0
41239,c-9,c-7,c-4,739,CO,IAH,BWI,1235,0
41240,c-3,c-19,c-7,1544,AA,LGA,FLL,1076,0
41241,c-11,c-13,c-1,800,OO,SEA,GEG,224,0
41242,c-4,c-23,c-7,1050,WN,JAX,BNA,484,0
41243,c-2,c-1,c-3,1049,FL,PHF,MCO,662,0
41244,c-6,c-11,c-6,645,WN,SAN,OAK,446,0
41245,c-11,c-9,c-4,1323,MQ,LAX,LAS,236,0
41246,c-4,c-26,c-3,1320,WN,FLL,MDW,1166,0
41247,c-1,c-28,c-5,825,EV,CLT,ATL,227,0
41248,c-10,c-11,c-2,126,HP,ANC,PHX,2551,0
41249,c-6,c-10,c-6,1545,MQ,ORD,RIC,642,0
41250,c-4,c-21,c-4,745,FL,MCI,ATL,692,0
41251,c-1,c-30,c-1,2109,CO,IAH,PHX,1009,0
41252,c-7,c-12,c-3,1029,UA,LAX,IAD,2288,0
41253,c-4,c-30,c-7,1611,US,PHL,PIT,267,1
41254,c-2,c-15,c-3,600,EV,AEX,ATL,500,0
41255,c-4,c-27,c-3,1858,OH,OMA,CVG,614,0
41256,c-1,c-17,c-2,630,WN,BOI,SLC,291,0
41257,c-1,c-29,c-6,636,XE,ICT,IAH,542,0
41258,c-12,c-19,c-1,1108,UA,SFO,DFW,1464,1
41259,c-11,c-6,c-1,1049,F9,TUS,DEN,639,0
41260,c-12,c-17,c-6,1119,AA,EGE,ORD,1007,1
41261,c-11,c-9,c-3,1858,OH,CVG,FWA,136,0
41262,c-3,c-28,c-1,1130,MQ,CVG,ORD,264,0
41263,c-5,c-24,c-2,1611,AA,STT,MIA,1107,0
41264,c-7,c-15,c-5,1137,OH,CVG,SBN,203,0
41265,c-10,c-19,c-3,2123,NW,MSP,DLH,144,0
41266,c-4,c-11,c-2,1116,UA,IAH,DEN,861,0
41267,c-3,c-14,c-2,1039,DL,ATL,LGA,761,0
41268,c-3,c-22,c-3,841,UA,IAD,FLL,901,0
41269,c-1,c-10,c-2,610,DL,SEA,SLC,689,0
41270,c-10,c-24,c-2,618,XE,IAD,IAH,1190,0
41271,c-3,c-19,c-7,608,CO,DEN,IAH,861,0
41272,c-6,c-4,c-7,2013,DL,LGA,TPA,1011,0
41273,c-3,c-22,c-3,1920,WN,OAK,SAN,446,0
41274,c-11,c-11,c-6,750,EV,CAE,LGA,617,0
41275,c-1,c-5,c-4,908,AA,MCI,ORD,403,0
41276,c-11,c-16,c-4,1552,AS,PHX,PDX,1009,0
41277,c-8,c-1,c-1,2055,OH,CVG,ROA,282,0
41278,c-9,c-12,c-2,910,YV,TUS,LAS,365,0
41279,c-5,c-13,c-5,1651,MQ,BNA,LGA,764,0
41280,c-9,c-3,c-7,1947,WN,ONT,SMF,389,0
41281,c-6,c-25,c-7,1650,WN,SEA,OAK,671,0
41282,c-3,c-24,c-4,2303,US,CLT,CHS,168,1
41283,c-7,c-5,c-2,1149,FL,PHF,ATL,508,0
41284,c-4,c-22,c-6,1301,WN,MDW,LAS,1521,0
41285,c-8,c-22,c-1,855,OH,CVG,TYS,226,0
41286,c-5,c-9,c-1,1703,AA,ORD,SNA,1726,0
41287,c-3,c-21,c-1,1955,OO,LAX,ONT,47,0
41288,c-12,c-9,c-5,1929,DH,IAD,HSV,595,0
41289,c-6,c-27,c-1,825,UA,IAD,LAX,2288,0
41290,c-6,c-21,c-3,725,YV,TUS,PHX,110,0
41291,c-10,c-22,c-6,1715,EV,ATL,FAY,331,0
41292,c-9,c-16,c-5,1955,OO,SJC,LAX,308,0
41293,c-6,c-4,c-6,1727,UA,DEN,BOI,649,0
41294,c-12,c-17,c-6,1601,DL,ATL,GSO,306,0
41295,c-3,c-21,c-2,755,UA,ORD,DCA,612,0
41296,c-5,c-12,c-5,1937,UA,PHL,ORD,678,1
41297,c-1,c-7,c-6,1334,UA,ORD,ATL,606,0
41298,c-1,c-2,c-7,512,EV,DHN,ATL,171,0
41299,c-3,c-19,c-6,1830,NW,GRR,MSP,408,0
41300,c-8,c-26,c-6,607,AS,SEA,DEN,1024,0
41301,c-5,c-14,c-7,2010,US,DCA,BOS,399,1
41302,c-8,c-22,c-2,1515,B6,EWR,SJU,1608,0
41303,c-2,c-23,c-3,1144,AA,BOS,MIA,1258,0
41304,c-4,c-26,c-2,1841,NW,MSP,MEM,700,0
41305,c-12,c-4,c-1,1955,TZ,MDW,DCA,601,0
41306,c-1,c-21,c-6,1535,WN,ABQ,DAL,580,0
41307,c-10,c-3,c-1,636,UA,ORD,EWR,719,0
41308,c-3,c-23,c-3,1924,DL,CVG,ALB,623,0
41309,c-5,c-13,c-6,1712,WN,RDU,PHL,336,1
41310,c-5,c-29,c-1,1921,MQ,XNA,DFW,281,1
41311,c-6,c-17,c-5,1029,DL,DCA,LGA,214,0
41312,c-3,c-22,c-3,1816,AA,TPA,LGA,1011,0
41313,c-3,c-27,c-7,1413,AA,DFW,PBI,1103,1
41314,c-12,c-30,c-6,847,OO,LAX,SMX,135,0
41315,c-8,c-13,c-6,1440,NW,IAD,MSP,908,0
41316,c-5,c-27,c-5,900,OH,CVG,PHL,507,0
41317,c-5,c-30,c-2,1534,EV,ATL,TUL,674,0
41318,c-10,c-14,c-6,1126,WN,BWI,MDW,611,1
41319,c-6,c-18,c-7,1236,OO,MTJ,DEN,197,0
41320,c-2,c-3,c-5,936,AA,DFW,SFO,1464,0
41321,c-9,c-14,c-3,1637,XE,CLE,GSP,450,0
41322,c-10,c-21,c-5,1721,XE,BUF,EWR,282,1
41323,c-7,c-16,c-6,1621,UA,ORD,SEA,1721,1
41324,c-4,c-7,c-5,1912,OO,SLC,SNA,588,0
41325,c-10,c-4,c-2,2017,NW,MSP,MIA,1501,1
41326,c-9,c-4,c-7,1304,OH,BNA,JFK,766,0
41327,c-5,c-21,c-6,1209,EV,ATW,ATL,765,1
41328,c-2,c-11,c-6,1327,AA,AUS,LAX,1242,0
41329,c-1,c-1,c-6,850,UA,SEA,ORD,1721,0
41330,c-9,c-11,c-1,1857,XE,STL,CLE,487,0
41331,c-7,c-23,c-6,930,WN,BDL,PHL,196,0
41332,c-11,c-1,c-2,1955,US,DCA,LGA,214,0
41333,c-7,c-21,c-4,1505,OH,CVG,ERI,316,0
41334,c-9,c-19,c-1,1328,OO,AUS,DEN,775,1
41335,c-6,c-9,c-5,1100,EV,ATL,SRQ,445,0
41336,c-3,c-23,c-3,747,NW,MIA,MSP,1501,1
41337,c-10,c-4,c-2,2051,DL,CVG,PDX,1975,0
41338,c-1,c-8,c-6,1925,WN,PHL,PVD,238,1
41339,c-2,c-27,c-1,1448,UA,LAX,SFO,337,1
41340,c-10,c-20,c-5,1843,DL,MSY,ATL,425,1
41341,c-10,c-11,c-2,633,DH,ROC,IAD,289,1
41342,c-5,c-10,c-3,1459,AA,LAX,STL,1593,0
41343,c-3,c-15,c-2,919,AA,ORD,TPA,1012,0
41344,c-8,c-29,c-2,1045,FL,MSP,MDW,349,0
41345,c-3,c-14,c-2,842,YV,IAD,ATL,533,0
41346,c-12,c-13,c-3,1448,EV,ATL,AVL,164,0
41347,c-3,c-1,c-3,2030,UA,LAS,DEN,629,0
41348,c-8,c-27,c-7,1203,AA,ORD,LAX,1745,0
41349,c-4,c-19,c-3,1430,WN,PHL,MDW,668,0
41350,c-12,c-3,c-6,1815,WN,LAS,BNA,1588,0
41351,c-6,c-15,c-4,1933,AA,DFW,RDU,1062,0
41352,c-12,c-8,c-4,2208,CO,SEA,EWR,2401,0
41353,c-6,c-26,c-7,2310,US,CLT,DCA,331,1
41354,c-7,c-17,c-1,556,CO,IAH,LGA,1416,0
41355,c-7,c-30,c-7,1247,WN,SAN,OAK,446,0
41356,c-5,c-9,c-1,932,NW,RSW,DTW,1085,0
41357,c-2,c-8,c-2,2118,HP,LAS,SNA,226,0
41358,c-12,c-27,c-2,1337,DL,PHX,CVG,1569,0
41359,c-9,c-15,c-4,835,WN,HOU,JAN,359,0
41360,c-9,c-2,c-5,1122,B6,SYR,JFK,209,0
41361,c-2,c-8,c-3,1840,AA,DFW,TUL,237,0
41362,c-5,c-26,c-5,1200,OH,ORD,CVG,264,1
41363,c-10,c-18,c-2,1650,UA,SEA,DEN,1024,0
41364,c-3,c-4,c-5,658,NW,LAX,MSP,1536,0
41365,c-12,c-24,c-7,730,OH,DCA,JFK,213,0
41366,c-7,c-16,c-7,1849,MQ,DFW,ABI,158,1
41367,c-7,c-22,c-6,1731,F9,MCO,DEN,1545,1
41368,c-9,c-10,c-7,652,US,RDU,PHL,336,0
41369,c-10,c-3,c-1,558,DL,TUS,ATL,1541,0
41370,c-2,c-14,c-1,1008,HP,PHX,JFK,2153,0
41371,c-5,c-4,c-4,1654,DL,ROC,ATL,749,0
41372,c-5,c-7,c-6,1415,WN,MDW,CLE,307,0
41373,c-1,c-7,c-6,720,B6,LGB,JFK,2465,0
41374,c-1,c-13,c-5,1606,DL,BWI,ATL,576,1
41375,c-11,c-8,c-2,730,WN,HOU,TUL,453,0
41376,c-3,c-11,c-6,700,AA,DAL,STL,546,0
41377,c-9,c-21,c-3,2020,NW,MSP,CLE,622,1
41378,c-5,c-7,c-7,1920,OO,SFO,TUS,751,1
41379,c-3,c-15,c-2,1225,WN,RDU,TPA,587,0
41380,c-9,c-17,c-6,1605,WN,TPA,FLL,197,0
41381,c-8,c-20,c-6,2005,WN,SAT,LAS,1069,0
41382,c-11,c-9,c-3,2023,OO,ORD,AZO,122,1
41383,c-12,c-25,c-1,2047,OO,SFO,CIC,153,0
41384,c-8,c-6,c-6,801,AS,BUR,SEA,937,0
41385,c-3,c-28,c-1,1214,DL,ATL,MSP,906,1
41386,c-5,c-17,c-3,2205,US,ATL,LAS,1747,0
41387,c-2,c-22,c-3,847,US,IND,CLT,428,0
41388,c-3,c-27,c-7,1732,UA,ORD,IAH,925,0
41389,c-4,c-30,c-6,1156,US,DCA,LGA,214,0
41390,c-1,c-21,c-5,1805,DL,SLC,ORD,1249,1
41391,c-11,c-9,c-4,2050,OO,DEN,BZN,525,1
41392,c-10,c-29,c-7,1544,XE,EWR,MEM,946,0
41393,c-3,c-11,c-5,1148,CO,EWR,MSY,1167,0
41394,c-11,c-17,c-4,754,NW,MIA,DTW,1145,0
41395,c-9,c-4,c-7,2323,DL,ATL,TPA,406,0
41396,c-5,c-22,c-1,1315,US,PHX,SFO,651,0
41397,c-7,c-19,c-2,2320,EV,ATL,DHN,171,1
41398,c-3,c-18,c-5,715,WN,IND,BWI,515,0
41399,c-7,c-22,c-6,1753,DL,ATL,SJC,2116,0
41400,c-7,c-19,c-2,830,AA,CMH,DFW,927,0
41401,c-3,c-7,c-2,720,WN,BWI,MHT,377,0
41402,c-5,c-3,c-2,1624,XE,MAF,IAH,429,0
41403,c-1,c-23,c-1,1455,OO,SFO,RNO,192,0
41404,c-8,c-11,c-5,944,WN,LAX,PHX,370,0
41405,c-10,c-12,c-4,1119,WN,SEA,SLC,689,0
41406,c-2,c-24,c-4,1946,OH,ROC,ATL,749,0
41407,c-5,c-2,c-2,1324,US,PHX,SFO,651,0
41408,c-10,c-27,c-5,1239,US,CMH,CLT,346,1
41409,c-1,c-27,c-4,638,UA,DEN,ORD,888,0
41410,c-9,c-22,c-4,723,CO,EWR,BOS,200,0
41411,c-11,c-17,c-4,1906,WN,BWI,PVD,328,1
41412,c-7,c-6,c-3,859,F9,DCA,DEN,1476,0
41413,c-6,c-1,c-3,621,US,MHT,CLT,737,0
41414,c-10,c-14,c-5,635,US,PHL,CLT,448,0
41415,c-2,c-7,c-1,1637,AA,DFW,PSP,1126,0
41416,c-1,c-9,c-7,1435,WN,SJC,LAX,308,0
41417,c-1,c-4,c-3,1116,NW,MSP,SAN,1532,0
41418,c-1,c-9,c-1,1223,XE,MKE,CLE,328,0
41419,c-7,c-27,c-4,2057,WN,LAS,DEN,629,1
41420,c-1,c-14,c-5,2121,NW,MSP,PHX,1276,0
41421,c-10,c-26,c-3,1137,MQ,DFW,LBB,282,0
41422,c-11,c-1,c-2,936,DL,ATL,TLH,223,0
41423,c-7,c-21,c-5,914,UA,MSP,ORD,334,0
41424,c-3,c-13,c-1,2315,MQ,JFK,DCA,213,1
41425,c-6,c-1,c-4,752,MQ,GSO,MIA,710,0
41426,c-8,c-29,c-1,1755,AA,AUS,DFW,190,0
41427,c-7,c-29,c-5,720,WN,BOI,OAK,511,0
41428,c-2,c-28,c-1,615,AA,SJC,ORD,1829,0
41429,c-3,c-19,c-6,1155,WN,SMF,SAN,480,0
41430,c-7,c-19,c-3,602,US,LGA,BOS,185,0
41431,c-11,c-9,c-3,1743,XE,CLE,LGA,418,1
41432,c-9,c-15,c-4,1650,EV,ATL,CLT,227,0
41433,c-3,c-15,c-3,1621,DL,LGA,ATL,761,1
41434,c-12,c-23,c-5,1637,XE,CLE,DAY,162,0
41435,c-2,c-3,c-5,1225,DL,ATL,IAD,533,0
41436,c-2,c-4,c-5,1222,CO,PHX,CLE,1737,0
41437,c-11,c-27,c-7,1754,XE,CVG,IAH,871,0
41438,c-10,c-14,c-6,624,WN,OAK,MDW,1844,0
41439,c-9,c-8,c-5,857,B6,JFK,IAD,228,0
41440,c-6,c-10,c-6,1141,CO,EWR,FLL,1065,0
41441,c-2,c-10,c-5,2217,NW,MSP,GFK,284,0
41442,c-9,c-15,c-4,1217,UA,IAD,DEN,1452,0
41443,c-12,c-31,c-6,1137,UA,DEN,KOA,3329,0
41444,c-5,c-7,c-7,825,WN,LAX,OAK,337,0
41445,c-10,c-4,c-2,2051,DL,CVG,RSW,879,0
41446,c-12,c-26,c-1,610,MQ,LIT,ORD,552,0
41447,c-6,c-24,c-6,842,UA,LAX,PHL,2401,0
41448,c-1,c-28,c-5,1306,HP,PHX,BWI,1999,0
41449,c-9,c-12,c-2,1555,US,LAS,BOS,2381,0
41450,c-4,c-15,c-5,1432,NW,MEM,BTR,319,0
41451,c-6,c-10,c-5,1419,NW,MCI,DTW,629,1
41452,c-9,c-5,c-1,803,AA,PHL,ORD,678,0
41453,c-12,c-21,c-4,1525,UA,TPA,ORD,1012,0
41454,c-6,c-25,c-6,2114,US,CLT,EWR,529,0
41455,c-12,c-18,c-1,1209,US,PHX,SAN,304,1
41456,c-5,c-20,c-5,1410,UA,SEA,LAX,954,0
41457,c-5,c-29,c-1,1717,EV,SAN,SLC,626,1
41458,c-6,c-28,c-2,2313,XE,EWR,ROC,246,1
41459,c-3,c-6,c-7,1913,NW,DTW,IND,231,0
41460,c-7,c-10,c-1,805,AQ,SNA,KOA,2530,0
41461,c-5,c-5,c-4,1528,UA,MSP,ORD,334,0
41462,c-9,c-13,c-3,2013,WN,DTW,STL,440,1
41463,c-8,c-1,c-2,655,EV,ATL,CLT,227,0
41464,c-1,c-9,c-1,1635,CO,EWR,PHX,2133,0
41465,c-11,c-5,c-6,642,UA,DTW,ORD,235,0
41466,c-11,c-17,c-5,1237,UA,MCI,DEN,533,0
41467,c-4,c-19,c-3,1527,MQ,ORD,RIC,642,0
41468,c-12,c-4,c-1,715,WN,DTW,MDW,229,0
41469,c-11,c-22,c-3,637,WN,JAN,HOU,359,0
41470,c-4,c-27,c-3,1135,FL,BUF,ATL,712,0
41471,c-3,c-2,c-4,1932,OO,LAX,SBA,89,1
41472,c-10,c-31,c-2,1512,AA,LAX,JFK,2475,0
41473,c-4,c-24,c-7,1105,WN,MCO,BWI,787,0
41474,c-5,c-25,c-3,1105,MQ,GSO,DFW,999,1
41475,c-7,c-22,c-6,740,CO,IAH,ATL,689,0
41476,c-1,c-24,c-1,1239,MQ,MKE,DFW,853,0
41477,c-1,c-28,c-5,558,DL,JAX,ATL,270,0
41478,c-10,c-23,c-7,1808,CO,MCO,IAH,853,0
41479,c-5,c-11,c-3,1716,DH,BNA,IAD,542,0
41480,c-12,c-31,c-7,1634,WN,SAN,LAS,258,0
41481,c-5,c-19,c-4,925,EV,ATL,CHS,259,0
41482,c-2,c-28,c-2,1700,DL,ATL,JAX,270,0
41483,c-3,c-4,c-5,919,NW,MSP,SMF,1518,0
41484,c-3,c-1,c-3,1353,US,SNA,LAS,226,0
41485,c-4,c-5,c-3,1528,NW,DTW,TPA,983,0
41486,c-11,c-25,c-5,658,EV,STL,SLC,1156,0
41487,c-3,c-22,c-3,2209,AA,DFW,PHX,868,1
41488,c-9,c-23,c-6,1650,CO,DCA,EWR,199,1
41489,c-9,c-15,c-4,1411,CO,PHL,IAH,1324,0
41490,c-8,c-2,c-2,55,UA,ANC,SEA,1449,0
41491,c-9,c-23,c-5,939,WN,BUR,SMF,358,0
41492,c-4,c-14,c-4,1716,NW,DTW,MKE,238,0
41493,c-4,c-21,c-5,2040,WN,LAS,SMF,397,1
41494,c-8,c-12,c-6,1736,MQ,ORD,DSM,299,1
41495,c-11,c-5,c-6,1106,XE,IAH,HSV,595,0
41496,c-6,c-7,c-2,1139,MQ,TUL,DFW,237,0
41497,c-9,c-7,c-3,623,F9,PDX,DEN,992,0
41498,c-1,c-22,c-7,2123,CO,IAH,RNO,1530,0
41499,c-6,c-19,c-7,1014,MQ,HOU,DFW,247,0
41500,c-8,c-2,c-3,810,XE,MAF,IAH,429,0
41501,c-2,c-22,c-2,1104,US,LGA,CLT,544,0
41502,c-8,c-10,c-4,1118,CO,EWR,SJU,1608,1
41503,c-12,c-13,c-2,1014,AA,DCA,ORD,612,0
41504,c-6,c-23,c-4,1606,UA,LAX,DEN,862,1
41505,c-10,c-3,c-2,638,NW,DSM,MSP,232,0
41506,c-4,c-23,c-7,1231,MQ,ORD,SYR,607,0
41507,c-6,c-22,c-4,1413,AA,ORD,BNA,409,1
41508,c-8,c-18,c-4,559,CO,SEA,IAH,1874,0
41509,c-7,c-6,c-4,1050,FL,CAK,ATL,528,1
41510,c-1,c-20,c-5,651,DL,LGA,FLL,1076,0
41511,c-7,c-7,c-5,2158,WN,SAN,SMF,480,0
41512,c-11,c-21,c-1,914,DH,IAD,PVD,372,0
41513,c-6,c-14,c-2,2038,AA,ORD,BNA,409,1
41514,c-10,c-25,c-2,710,WN,BUF,MCO,1011,0
41515,c-12,c-23,c-5,855,DL,SNA,ATL,1919,0
41516,c-12,c-22,c-4,1130,EV,ABE,ATL,692,0
41517,c-3,c-18,c-6,1759,NW,PVD,MSP,1116,0
41518,c-11,c-2,c-4,1149,EV,MKE,CVG,318,0
41519,c-10,c-1,c-7,2015,OH,CVG,PWM,810,1
41520,c-7,c-23,c-7,1559,MQ,CLE,DFW,1021,1
41521,c-4,c-15,c-6,2115,OO,DEN,COS,72,0
41522,c-8,c-4,c-4,905,WN,PHX,BUF,1912,0
41523,c-9,c-19,c-2,1850,YV,DEN,ATL,1199,0
41524,c-12,c-9,c-6,1742,US,SJC,PHX,621,1
41525,c-1,c-1,c-7,1024,XE,IAH,PIT,1117,0
41526,c-8,c-30,c-3,650,XE,GSP,IAH,838,0
41527,c-3,c-13,c-7,1327,AA,STL,LAS,1372,0
41528,c-5,c-1,c-1,839,MQ,DFW,CLE,1021,0
41529,c-8,c-15,c-2,2117,WN,SJC,PHX,621,0
41530,c-2,c-5,c-7,1749,XE,IAH,BRO,308,0
41531,c-5,c-13,c-5,1016,NW,PHX,MSP,1276,0
41532,c-12,c-10,c-7,1100,WN,PHL,BDL,196,0
41533,c-2,c-9,c-4,1340,NW,MSP,SAT,1097,0
41534,c-12,c-11,c-7,932,DL,OAK,ATL,2130,1
41535,c-2,c-26,c-7,1610,UA,DEN,LGA,1619,0
41536,c-6,c-24,c-5,2005,OH,CHS,CVG,497,0
41537,c-8,c-3,c-3,829,UA,DEN,MCO,1545,0
41538,c-7,c-25,c-2,603,OO,BZN,SLC,347,0
41539,c-5,c-28,c-7,727,NW,MCO,MSP,1310,0
41540,c-5,c-26,c-4,1417,XE,MCI,IAH,643,0
41541,c-11,c-11,c-5,1430,WN,RNO,PHX,601,1
41542,c-1,c-5,c-3,1551,DL,MKE,CVG,318,0
41543,c-7,c-18,c-2,1335,CO,BOS,IAH,1597,0
41544,c-5,c-21,c-6,2120,HP,PHX,SJC,621,0
41545,c-3,c-12,c-6,1228,AA,BUR,DFW,1231,0
41546,c-12,c-18,c-1,627,XE,MSP,EWR,1008,0
41547,c-3,c-28,c-2,1413,OH,CHA,CVG,278,0
41548,c-5,c-26,c-4,1610,DL,CVG,DEN,1069,0
41549,c-1,c-10,c-1,826,FL,DFW,BWI,1217,0
41550,c-8,c-24,c-3,1856,XE,CLE,BUF,192,0
41551,c-8,c-12,c-5,625,US,DEN,CLT,1337,0
41552,c-8,c-15,c-2,1506,US,DCA,TPA,814,0
41553,c-9,c-21,c-4,1011,YV,GSP,IAD,383,0
41554,c-10,c-9,c-7,1715,WN,PHX,SNA,338,0
41555,c-5,c-17,c-2,639,MQ,GSP,ORD,577,0
41556,c-5,c-17,c-2,925,AA,DFW,DCA,1192,0
41557,c-6,c-2,c-5,1813,US,LAS,LAX,236,0
41558,c-11,c-27,c-7,1517,CO,IAH,ATL,689,1
41559,c-12,c-28,c-4,1037,DL,JAX,ATL,270,0
41560,c-7,c-10,c-7,2238,CO,PHX,EWR,2133,0
41561,c-1,c-24,c-2,1348,MQ,CRP,DFW,354,0
41562,c-3,c-14,c-1,1448,HA,OGG,HNL,100,0
41563,c-5,c-15,c-7,1755,WN,SNA,SMF,404,1
41564,c-11,c-7,c-2,703,AS,DFW,SEA,1660,0
41565,c-1,c-17,c-1,641,NW,SNA,MSP,1522,0
41566,c-4,c-20,c-4,2042,OH,CVG,DAY,64,0
41567,c-9,c-13,c-3,1220,MQ,BTR,DFW,383,1
41568,c-12,c-28,c-4,1741,US,LAS,JFK,2248,1
41569,c-9,c-5,c-1,1251,AA,DFW,SJC,1438,1
41570,c-10,c-18,c-3,1457,MQ,DFW,BTR,383,0
41571,c-8,c-3,c-3,1342,US,PIT,PHL,267,0
41572,c-10,c-5,c-3,1219,OO,CAK,ORD,344,0
41573,c-4,c-10,c-7,1342,AA,DFW,MIA,1121,1
41574,c-8,c-13,c-7,1133,WN,BNA,MDW,395,0
41575,c-7,c-17,c-7,559,HP,DEN,PHX,602,0
41576,c-10,c-10,c-2,1126,WN,BWI,ALB,288,0
41577,c-4,c-8,c-5,1124,OO,SLC,CPR,320,1
41578,c-12,c-8,c-4,943,AS,SEA,SAN,1050,0
41579,c-3,c-10,c-5,850,YV,DEN,GUC,152,0
41580,c-10,c-21,c-6,1505,EV,ATL,ALB,852,1
41581,c-12,c-1,c-4,1122,XE,CLE,BDL,475,0
41582,c-7,c-26,c-3,1546,CO,IAH,ORD,925,0
41583,c-6,c-28,c-3,2006,MQ,BOS,RDU,612,1
